customer_id,tenure_months,monthly_spend,support_tickets,region,plan_type,satisfaction_score,contract_length_months,churned
CUST-00913,40,96.56,0,AMER,basic,9.7,1,0
CUST-00914,21,156.55,3,EMEA,pro,5.65,1,1
CUST-00915,29,,1,APAC,pro,6.25,12,0
CUST-00916,12,117.19,4,AMER,enterprise,8.26,12,1
CUST-00917,53,116.15,3,AMER,pro,7.19,12,0
CUST-00918,66,119.94,3,AMER,basic,8.15,12,0
CUST-00919,28,170.13,1,APAC,enterprise,7.47,24,0
CUST-00920,31,125.57,1,AMER,basic,5.91,12,0
CUST-00921,34,113.08,1,EMEA,pro,10.0,1,0
CUST-00922,6,107.56,2,APAC,basic,9.08,12,0
CUST-00923,54,135.36,1,AMER,basic,4.22,12,0
CUST-00924,63,79.73,1,AMER,pro,,1,1
CUST-00925,36,97.38,2,AMER,basic,7.07,12,0
CUST-00926,5,117.65,0,LATAM,enterprise,8.25,12,0
CUST-00927,25,94.54,3,AMER,pro,6.9,1,0
CUST-00928,12,114.67,2,APAC,enterprise,4.57,1,1
CUST-00929,59,92.52,1,AMER,pro,8.52,1,0
CUST-00930,57,,1,AMER,pro,6.65,12,0
CUST-00931,28,179.81,2,APAC,pro,9.2,1,1
CUST-00932,27,140.25,5,EMEA,basic,7.57,1,1
CUST-00933,60,117.59,4,AMER,basic,8.83,12,0
CUST-00934,7,218.58,1,APAC,enterprise,8.53,1,0
CUST-00935,56,134.53,3,AMER,pro,8.62,1,0
CUST-00936,69,116.09,0,APAC,pro,6.12,12,0
CUST-00937,32,133.64,4,EMEA,basic,8.88,1,0
CUST-00938,54,133.77,3,LATAM,basic,7.4,12,0
CUST-00939,51,183.46,3,EMEA,pro,4.79,12,0
CUST-00940,64,119.15,2,EMEA,basic,6.32,12,0
CUST-00941,3,214.47,0,APAC,pro,6.43,24,0
CUST-00942,51,80.31,0,EMEA,basic,7.88,1,0
CUST-00943,28,151.23,1,AMER,basic,8.27,1,0
CUST-00944,62,74.92,2,EMEA,pro,5.03,12,0
CUST-00945,62,201.77,3,AMER,enterprise,8.34,24,0
CUST-00946,21,105.12,1,EMEA,basic,6.92,12,0
CUST-00947,42,117.38,1,LATAM,enterprise,5.14,12,0
CUST-00948,36,161.59,1,EMEA,pro,8.54,12,0
CUST-00949,40,176.49,1,APAC,basic,5.67,1,1
CUST-00950,60,69.97,4,AMER,basic,4.89,12,0
CUST-00951,48,104.42,1,AMER,enterprise,8.4,12,0
CUST-00952,54,57.23,1,AMER,pro,8.66,24,0
CUST-00953,49,126.18,1,AMER,pro,5.85,12,0
CUST-00954,18,115.44,1,AMER,basic,,12,0
CUST-00955,42,104.3,2,AMER,basic,8.84,1,0
CUST-00956,27,89.2,2,AMER,basic,6.11,12,0
CUST-00957,30,102.63,0,EMEA,pro,10.0,1,0
CUST-00958,8,86.41,2,APAC,basic,6.94,12,0
CUST-00959,14,143.8,1,APAC,enterprise,7.45,1,0
CUST-00960,25,188.22,2,APAC,pro,2.76,12,0
CUST-00961,21,33.12,0,APAC,basic,8.19,1,0
CUST-00962,46,114.78,0,APAC,basic,5.93,12,0
CUST-00963,21,101.18,1,EMEA,enterprise,7.84,1,1
CUST-00964,18,142.16,3,EMEA,pro,3.97,24,0
CUST-00965,31,77.17,0,AMER,pro,9.12,12,0
CUST-00966,41,113.41,1,AMER,basic,9.66,12,0
CUST-00967,71,73.22,1,APAC,enterprise,10.0,12,0
CUST-00968,37,151.35,0,AMER,pro,1.74,12,0
CUST-00969,26,124.47,2,APAC,basic,8.11,12,0
CUST-00970,23,112.73,1,AMER,pro,7.67,12,0
CUST-00971,32,136.66,3,AMER,basic,1.62,12,1
CUST-00972,66,108.91,3,APAC,enterprise,5.74,12,0
CUST-00973,27,50.08,0,APAC,basic,6.9,12,0
CUST-00974,18,146.81,0,LATAM,basic,9.61,12,0
CUST-00975,42,132.97,3,EMEA,pro,5.56,24,1
CUST-00976,55,113.07,3,LATAM,basic,7.43,12,0
CUST-00977,68,164.32,0,EMEA,enterprise,6.96,1,0
CUST-00978,20,174.83,0,AMER,pro,7.72,24,0
CUST-00979,64,70.85,2,EMEA,pro,6.35,1,0
CUST-00980,61,84.85,1,EMEA,basic,8.67,24,0
CUST-00981,27,189.63,1,APAC,basic,8.81,24,0
CUST-00982,24,183.85,2,APAC,basic,4.62,12,0
CUST-00983,19,86.77,2,LATAM,basic,9.08,12,1
CUST-00984,23,66.87,1,EMEA,basic,5.72,1,0
CUST-00985,63,91.31,4,EMEA,basic,6.57,12,0
CUST-00986,23,97.58,1,EMEA,pro,9.09,12,0
CUST-00987,36,48.72,1,LATAM,pro,7.25,1,1
CUST-00988,67,121.4,3,AMER,basic,8.1,12,0
CUST-00989,49,62.39,1,AMER,basic,8.49,12,0
CUST-00990,10,65.53,1,AMER,basic,8.15,12,0
CUST-00991,6,161.22,1,EMEA,basic,6.11,12,1
CUST-00992,16,89.26,1,APAC,basic,5.37,12,1
CUST-00993,62,116.78,2,LATAM,pro,8.3,12,0
CUST-00994,17,148.31,2,EMEA,enterprise,8.44,12,0
CUST-00995,23,156.6,1,APAC,pro,7.72,12,0
CUST-00996,39,104.83,4,APAC,basic,6.74,24,0
CUST-00997,36,121.99,1,APAC,pro,8.62,24,0
CUST-00998,6,82.86,1,EMEA,basic,7.03,24,1
CUST-00999,15,198.63,0,LATAM,basic,4.62,1,0
CUST-01000,71,149.25,0,APAC,basic,7.59,1,0
CUST-01001,30,70.35,1,AMER,pro,7.99,1,0
CUST-01002,20,120.18,1,AMER,pro,8.48,1,0
CUST-01003,59,152.11,2,LATAM,basic,5.48,12,0
CUST-01004,34,,4,EMEA,enterprise,5.74,1,1
CUST-01005,59,202.31,2,AMER,basic,7.69,12,0
CUST-01006,12,181.75,1,LATAM,pro,6.29,1,1
CUST-01007,34,95.73,3,AMER,pro,6.97,12,0
CUST-01008,58,115.99,0,EMEA,basic,8.78,12,0
CUST-01009,55,62.33,2,AMER,basic,7.8,1,0
CUST-01010,49,131.23,0,AMER,pro,10.0,12,0
CUST-01011,33,126.8,1,AMER,pro,7.62,12,0
CUST-01012,59,241.66,0,AMER,pro,10.0,1,0
CUST-01013,27,124.39,0,AMER,pro,9.01,12,0
CUST-01014,47,25.8,0,AMER,basic,10.0,1,0
CUST-01015,39,89.76,0,EMEA,basic,7.14,24,0
CUST-01016,22,125.06,0,AMER,enterprise,6.96,12,0
CUST-01017,15,63.48,0,APAC,basic,9.46,12,0
CUST-01018,38,80.98,2,LATAM,basic,6.2,12,0
CUST-01019,23,103.55,2,APAC,pro,6.29,24,0
CUST-01020,37,135.38,0,APAC,basic,7.57,24,0
CUST-01021,51,112.56,0,APAC,enterprise,7.8,12,0
CUST-01022,57,79.98,4,AMER,pro,4.62,12,0
CUST-01023,55,155.45,1,LATAM,basic,7.59,24,0
CUST-01024,37,95.72,2,EMEA,basic,6.58,12,0
CUST-01025,5,97.53,1,EMEA,pro,7.09,12,0
CUST-01026,13,57.92,3,EMEA,pro,,24,0
CUST-01027,53,84.63,0,AMER,basic,6.8,24,0
CUST-01028,43,149.33,1,EMEA,basic,9.07,1,0
CUST-01029,59,47.21,0,AMER,basic,8.02,12,0
CUST-01030,35,116.8,2,LATAM,pro,6.81,1,0
CUST-01031,32,152.3,2,EMEA,basic,7.29,24,0
CUST-01032,18,103.03,0,AMER,basic,9.02,1,0
CUST-01033,5,130.79,2,LATAM,enterprise,8.56,12,1
CUST-01034,11,69.74,1,EMEA,pro,9.43,12,0
CUST-01035,49,178.96,1,APAC,pro,6.91,1,0
CUST-01036,42,169.55,0,APAC,pro,7.41,12,0
CUST-01037,18,130.6,1,EMEA,pro,10.0,12,0
CUST-01038,26,41.02,1,EMEA,basic,7.1,1,0
CUST-01039,46,72.93,0,AMER,pro,10.0,12,0
CUST-01040,28,163.95,1,AMER,pro,8.68,12,0
CUST-01041,27,197.09,2,EMEA,basic,6.41,12,0
CUST-01042,20,133.35,2,AMER,basic,4.67,24,0
CUST-01043,46,176.13,1,AMER,basic,8.31,24,0
CUST-01044,64,92.65,2,APAC,pro,5.92,1,0
CUST-01045,19,111.48,1,LATAM,basic,5.91,12,0
CUST-01046,21,120.05,0,APAC,basic,4.08,1,1
CUST-01047,34,139.04,1,AMER,pro,9.3,24,0
CUST-01048,14,51.2,3,LATAM,enterprise,7.36,24,0
CUST-01049,38,162.33,0,AMER,basic,7.23,12,0
CUST-01050,63,179.51,0,LATAM,basic,7.89,1,0
CUST-01051,45,68.31,2,APAC,enterprise,7.62,24,0
CUST-01052,12,59.01,0,LATAM,basic,7.35,12,0
CUST-01053,15,135.78,0,LATAM,basic,8.11,12,0
CUST-01054,6,90.56,2,EMEA,enterprise,,12,1
CUST-01055,69,13.31,1,AMER,basic,,24,0
CUST-01056,25,156.39,1,LATAM,basic,8.51,12,0
CUST-01057,21,127.0,3,AMER,enterprise,7.95,12,0
CUST-01058,61,98.55,2,AMER,pro,7.23,1,0
CUST-01059,22,215.1,2,EMEA,pro,10.0,24,0
CUST-01060,17,126.25,1,AMER,basic,4.69,12,0
CUST-01061,19,86.1,2,EMEA,pro,2.01,1,1
CUST-01062,29,124.55,2,AMER,basic,9.85,12,0
CUST-01063,5,73.2,0,EMEA,basic,7.93,1,0
CUST-01064,46,85.72,1,LATAM,basic,4.25,12,0
CUST-01065,31,137.39,1,LATAM,basic,6.46,12,0
CUST-01066,69,95.06,1,LATAM,basic,8.3,1,0
CUST-01067,55,99.71,2,APAC,basic,5.02,1,0
CUST-01068,28,195.1,1,APAC,basic,8.18,24,0
CUST-01069,51,158.68,3,EMEA,enterprise,10.0,12,0
CUST-01070,58,156.13,1,APAC,basic,9.67,12,0
CUST-01071,14,143.8,1,AMER,pro,7.13,24,1
CUST-01072,12,141.79,1,AMER,basic,7.77,1,1
CUST-01073,10,185.55,2,AMER,basic,5.49,12,1
CUST-01074,4,119.12,0,EMEA,basic,7.42,1,0
CUST-01075,23,203.5,0,AMER,enterprise,6.59,24,0
CUST-01076,57,77.19,1,APAC,basic,5.41,24,0
CUST-01077,55,108.52,0,AMER,pro,4.79,12,0
CUST-01078,27,57.96,0,EMEA,pro,10.0,12,0
CUST-01079,35,104.53,2,EMEA,enterprise,7.34,12,0
CUST-01080,55,143.33,2,EMEA,pro,5.36,12,0
CUST-01081,66,185.31,4,APAC,basic,,12,0
CUST-01082,20,90.15,4,APAC,enterprise,9.85,1,0
CUST-01083,47,120.24,1,EMEA,pro,10.0,12,0
CUST-01084,43,103.84,1,EMEA,pro,6.09,12,0
CUST-01085,45,86.76,3,AMER,enterprise,7.54,12,0
CUST-01086,57,66.48,3,EMEA,basic,8.78,12,0
CUST-01087,55,122.73,2,AMER,pro,6.57,12,0
CUST-01088,29,42.06,4,LATAM,pro,5.09,12,0
CUST-01089,54,124.97,1,LATAM,pro,5.44,24,0
CUST-01090,4,120.94,0,AMER,basic,7.21,1,0
CUST-01091,25,90.4,4,AMER,enterprise,5.81,12,0
CUST-01092,16,74.51,6,AMER,basic,4.87,12,1
CUST-01093,19,57.71,0,EMEA,basic,6.76,12,0
CUST-01094,65,204.21,0,EMEA,pro,8.85,1,0
CUST-01095,32,59.61,1,AMER,enterprise,8.41,12,0
CUST-01096,6,190.1,1,EMEA,basic,6.78,12,0
CUST-01097,35,147.01,3,EMEA,basic,10.0,1,0
CUST-01098,5,103.62,3,EMEA,pro,5.78,12,1
CUST-01099,11,67.93,2,AMER,pro,7.05,12,0
CUST-01100,28,166.91,4,EMEA,basic,4.74,1,1
CUST-01101,32,197.83,0,AMER,basic,8.57,24,0
CUST-01102,17,77.97,0,APAC,pro,6.96,12,0
CUST-01103,46,106.56,0,EMEA,pro,4.18,1,0
CUST-01104,36,167.32,0,AMER,basic,5.7,24,0
CUST-01105,10,135.11,0,EMEA,basic,10.0,1,0
CUST-01106,59,210.0,2,APAC,pro,8.47,24,0
CUST-01107,10,94.34,1,AMER,basic,7.38,12,0
CUST-01108,26,144.4,3,EMEA,basic,8.73,1,0
CUST-01109,13,63.71,2,LATAM,basic,4.33,1,1
CUST-01110,67,214.32,0,APAC,basic,5.7,1,0
CUST-01111,21,87.13,2,AMER,basic,4.81,12,1
CUST-01112,62,20.64,2,AMER,basic,5.7,12,0
CUST-01113,69,114.34,1,APAC,basic,6.49,12,0
CUST-01114,16,113.73,1,AMER,pro,8.12,12,0
CUST-01115,2,206.2,0,AMER,basic,8.98,12,0
CUST-01116,1,104.75,3,EMEA,basic,8.93,24,0
CUST-01117,14,119.43,1,EMEA,enterprise,10.0,1,0
CUST-01118,29,146.7,1,EMEA,basic,6.29,1,0
CUST-01119,12,191.38,1,APAC,enterprise,7.14,12,1
CUST-01120,68,117.15,1,APAC,basic,8.08,24,0
CUST-01121,34,166.78,1,AMER,pro,5.69,1,1
CUST-01122,61,143.31,3,AMER,basic,6.66,24,0
CUST-01123,2,106.67,2,APAC,enterprise,7.9,1,0
CUST-01124,10,,2,AMER,enterprise,5.59,24,0
CUST-01125,33,121.29,2,APAC,pro,8.01,12,0
CUST-01126,12,,1,APAC,basic,,24,0
CUST-01127,12,174.62,2,APAC,pro,5.18,12,1
CUST-01128,2,57.65,2,EMEA,pro,3.09,12,1
CUST-01129,20,172.7,0,AMER,pro,7.32,12,1
CUST-01130,55,162.95,1,APAC,pro,5.31,1,0
CUST-01131,57,115.81,0,EMEA,basic,7.48,1,0
CUST-01132,37,85.56,2,AMER,pro,6.36,12,0
CUST-01133,14,109.81,0,AMER,basic,7.71,1,0
CUST-01134,32,141.27,4,AMER,pro,9.19,1,1
CUST-01135,44,153.44,2,AMER,basic,8.62,1,0
CUST-01136,11,132.91,3,AMER,basic,6.52,1,0
CUST-01137,29,164.65,3,APAC,basic,5.07,24,0
CUST-01138,59,94.92,2,LATAM,enterprise,2.72,12,0
CUST-01139,30,130.56,1,LATAM,basic,3.27,12,1
CUST-01140,34,49.42,4,EMEA,basic,5.73,24,0
CUST-01141,58,154.36,1,EMEA,basic,7.33,1,0
CUST-01142,48,126.89,1,AMER,basic,5.94,24,0
CUST-01143,12,101.3,4,AMER,basic,6.08,12,1
CUST-01144,44,172.27,1,APAC,basic,4.28,12,0
CUST-01145,66,151.12,0,EMEA,basic,4.19,24,0
CUST-01146,16,10.0,0,EMEA,basic,4.05,12,1
CUST-01147,64,121.79,2,APAC,basic,8.23,1,0
CUST-01148,42,54.52,0,APAC,basic,3.58,1,0
CUST-01149,48,168.0,2,APAC,pro,8.32,12,0
CUST-01150,24,232.01,3,AMER,enterprise,5.49,1,0
CUST-01151,4,96.67,2,EMEA,basic,8.06,1,0
CUST-01152,2,123.36,1,APAC,basic,7.52,24,1
CUST-01153,48,108.7,0,APAC,pro,8.44,24,0
CUST-01154,70,135.79,0,LATAM,basic,9.21,12,0
CUST-01155,43,149.0,2,EMEA,basic,5.68,12,0
CUST-01156,26,,2,EMEA,pro,5.33,12,1
CUST-01157,55,75.57,2,AMER,basic,6.28,12,0
CUST-01158,68,190.72,2,EMEA,basic,5.68,24,0
CUST-01159,16,78.08,2,EMEA,basic,8.23,12,0
CUST-01160,8,132.47,2,LATAM,enterprise,6.84,1,0
CUST-01161,68,172.14,1,APAC,basic,7.05,1,0
CUST-01162,4,152.09,0,AMER,enterprise,7.78,24,0
CUST-01163,63,77.76,0,AMER,pro,6.19,12,0
CUST-01164,11,88.41,0,AMER,pro,9.0,24,0
CUST-01165,9,99.2,1,APAC,pro,3.74,24,0
CUST-01166,20,,3,AMER,pro,7.44,12,0
CUST-01167,23,171.61,1,APAC,enterprise,7.92,1,0
CUST-01168,24,61.87,4,EMEA,basic,5.65,12,1
CUST-01169,3,141.0,1,APAC,basic,5.78,1,0
CUST-01170,61,147.45,3,AMER,pro,8.63,1,0
CUST-01171,59,145.12,1,EMEA,basic,6.44,1,0
CUST-01172,49,140.98,3,AMER,pro,3.58,12,0
CUST-01173,65,188.32,1,EMEA,basic,4.6,12,0
CUST-01174,67,141.95,2,APAC,enterprise,8.81,12,0
CUST-01175,71,158.56,2,EMEA,pro,5.43,24,0
CUST-01176,27,145.36,0,EMEA,pro,9.35,1,1
CUST-01177,44,200.69,0,LATAM,basic,9.46,12,0
CUST-01178,55,34.51,1,APAC,basic,6.65,12,0
CUST-01179,48,177.69,2,AMER,basic,7.98,12,1
CUST-01180,57,108.25,2,LATAM,enterprise,5.52,12,0
CUST-01181,49,107.37,1,APAC,basic,6.28,1,0
CUST-01182,28,76.37,3,AMER,pro,5.75,12,1
CUST-01183,41,35.91,3,AMER,pro,8.06,1,0
CUST-01184,15,102.81,1,EMEA,pro,4.7,24,1
CUST-01185,68,89.07,1,EMEA,pro,6.76,12,0
CUST-01186,64,142.24,0,EMEA,basic,7.09,24,0
CUST-01187,44,53.75,3,AMER,basic,,12,0
CUST-01188,55,184.42,1,APAC,basic,3.2,1,1
CUST-01189,24,132.24,0,APAC,pro,3.79,12,1
CUST-01190,28,108.84,1,EMEA,pro,5.42,12,0
CUST-01191,37,88.08,1,AMER,basic,6.59,12,0
CUST-01192,19,84.58,1,LATAM,enterprise,7.24,12,0
CUST-01193,2,69.15,3,LATAM,basic,7.33,12,1
CUST-01194,29,95.5,3,AMER,basic,10.0,1,0
CUST-01195,52,120.27,3,EMEA,pro,8.16,24,0
CUST-01196,19,112.02,2,EMEA,pro,8.04,12,1
CUST-01197,50,56.35,0,AMER,pro,6.11,24,0
CUST-01198,43,108.04,0,EMEA,pro,8.39,24,0
CUST-01199,30,79.81,0,EMEA,basic,,12,0
CUST-01200,52,127.19,0,AMER,basic,8.18,1,0
CUST-01201,61,203.91,3,AMER,basic,6.78,12,0
CUST-01202,68,148.13,2,APAC,basic,8.1,12,0
CUST-01203,54,,1,EMEA,pro,9.71,1,0
CUST-01204,7,46.88,3,AMER,enterprise,5.55,1,0
CUST-01205,24,56.34,1,AMER,enterprise,3.12,24,1
CUST-01206,38,44.1,3,AMER,basic,8.45,12,1
CUST-01207,6,152.67,2,LATAM,basic,8.29,12,0
CUST-01208,30,85.57,0,APAC,enterprise,6.56,1,0
CUST-01209,10,122.82,0,AMER,pro,6.18,12,0
CUST-01210,40,92.01,3,EMEA,basic,10.0,24,0
CUST-01211,14,124.1,1,AMER,basic,6.15,1,1
CUST-01212,20,183.08,2,LATAM,pro,4.8,24,0
CUST-01213,22,89.18,1,LATAM,basic,6.12,1,1
CUST-01214,70,,2,AMER,basic,7.87,1,0
CUST-01215,32,83.71,0,AMER,basic,5.88,12,0
CUST-01216,40,159.36,2,AMER,pro,6.28,1,1
CUST-01217,66,73.84,4,AMER,pro,7.52,24,0
CUST-01218,1,69.02,1,EMEA,pro,6.21,1,1
CUST-01219,20,57.56,1,AMER,pro,7.2,1,1
CUST-01220,31,56.62,1,AMER,pro,6.9,12,0
CUST-01221,64,141.19,1,AMER,pro,5.07,1,0
CUST-01222,52,235.61,2,EMEA,pro,7.1,1,0
CUST-01223,49,75.21,1,APAC,pro,4.9,12,0
CUST-01224,27,162.82,4,AMER,pro,8.64,12,0
CUST-01225,61,131.3,1,EMEA,enterprise,5.3,12,0
CUST-01226,14,70.41,1,EMEA,basic,6.54,24,0
CUST-01227,29,107.55,5,EMEA,basic,3.72,1,1
CUST-01228,26,109.52,5,EMEA,pro,6.17,24,0
CUST-01229,1,88.92,2,APAC,basic,4.74,12,1
CUST-01230,7,206.88,7,AMER,enterprise,9.64,24,1
CUST-01231,56,34.22,0,APAC,basic,6.75,1,0
CUST-01232,68,137.15,4,EMEA,pro,7.9,12,0
CUST-01233,18,134.92,3,AMER,pro,3.84,1,0
CUST-01234,6,93.92,2,EMEA,basic,4.75,1,1
CUST-01235,11,126.73,1,AMER,basic,6.66,12,1
CUST-01236,5,159.49,1,EMEA,basic,4.54,12,0
CUST-01237,57,126.87,1,AMER,basic,9.0,12,0
CUST-01238,4,,3,EMEA,basic,,1,0
CUST-01239,49,151.18,0,EMEA,basic,7.23,12,0
CUST-01240,57,28.56,2,APAC,basic,7.5,24,0
CUST-01241,16,186.53,2,AMER,pro,6.69,1,1
CUST-01242,17,222.52,1,EMEA,pro,8.34,12,0
CUST-01243,19,164.14,1,AMER,basic,5.76,24,0
CUST-01244,54,165.61,1,APAC,pro,7.61,12,0
CUST-01245,67,56.63,4,AMER,basic,9.09,12,0
CUST-01246,54,114.67,1,AMER,pro,,1,0
CUST-01247,20,83.46,2,AMER,enterprise,7.18,1,0
CUST-01248,51,93.58,1,EMEA,pro,6.37,24,0
CUST-01249,50,163.52,1,AMER,basic,7.06,12,0
CUST-01250,31,83.82,3,EMEA,basic,8.16,1,0
CUST-01251,10,114.15,1,AMER,pro,6.52,24,0
CUST-01252,23,34.11,1,EMEA,pro,3.96,24,0
CUST-01253,58,112.87,3,APAC,basic,7.25,12,0
CUST-01254,37,124.05,0,LATAM,pro,6.69,1,0
CUST-01255,9,88.28,2,AMER,enterprise,7.79,12,1
CUST-01256,65,87.61,0,LATAM,pro,7.03,24,0
CUST-01257,37,204.89,0,EMEA,basic,9.75,1,0
CUST-01258,25,65.56,2,APAC,enterprise,4.82,24,0
CUST-01259,3,,3,LATAM,basic,5.23,12,1
CUST-01260,41,83.59,1,AMER,basic,8.11,12,0
CUST-01261,40,173.95,2,AMER,basic,5.13,12,0
CUST-01262,11,214.57,3,APAC,enterprise,7.53,1,0
CUST-01263,61,134.95,1,EMEA,pro,6.92,12,0
CUST-01264,36,87.72,0,APAC,basic,3.47,12,0
CUST-01265,6,100.75,2,APAC,basic,8.14,1,0
CUST-01266,14,167.92,1,LATAM,enterprise,9.38,1,1
CUST-01267,20,79.0,0,EMEA,basic,7.32,1,0
CUST-01268,54,185.38,1,AMER,pro,4.47,12,0
CUST-01269,55,183.75,2,LATAM,pro,8.35,12,0
CUST-01270,59,123.16,2,AMER,pro,,1,0
CUST-01271,44,149.08,0,AMER,pro,6.74,12,0
CUST-01272,65,153.74,3,AMER,basic,7.68,1,0
CUST-01273,23,189.94,0,AMER,pro,5.57,24,0
CUST-01274,42,72.68,2,AMER,enterprise,3.95,1,1
CUST-01275,45,173.15,1,EMEA,pro,6.7,1,0
CUST-01276,27,103.11,3,LATAM,pro,6.87,12,0
CUST-01277,33,85.45,4,AMER,pro,5.44,12,0
CUST-01278,51,124.62,4,AMER,basic,5.57,24,0
CUST-01279,62,110.35,2,EMEA,basic,8.26,12,0
CUST-01280,66,75.56,1,AMER,pro,6.79,12,0
CUST-01281,21,48.12,2,EMEA,pro,6.12,12,0
CUST-01282,51,77.61,2,LATAM,basic,5.89,12,0
CUST-01283,54,185.36,0,AMER,enterprise,7.24,12,0
CUST-01284,67,208.32,1,EMEA,basic,7.11,12,0
CUST-01285,46,149.26,3,AMER,basic,6.64,1,0
CUST-01286,15,173.37,0,APAC,basic,4.49,24,1
CUST-01287,53,96.74,4,AMER,enterprise,6.29,12,0
CUST-01288,13,,1,APAC,pro,,12,0
CUST-01289,27,132.72,0,EMEA,basic,7.06,1,1
CUST-01290,35,71.34,2,LATAM,basic,8.98,12,0
CUST-01291,52,75.45,2,AMER,enterprise,8.62,12,0
CUST-01292,12,124.37,1,EMEA,basic,8.07,12,0
CUST-01293,50,105.59,2,AMER,pro,7.14,12,0
CUST-01294,11,72.14,3,AMER,pro,6.37,24,0
CUST-01295,28,137.39,2,EMEA,enterprise,7.53,24,0
CUST-01296,9,108.15,2,APAC,pro,6.1,12,1
CUST-01297,2,165.96,0,EMEA,basic,6.34,24,0
CUST-01298,24,119.77,3,APAC,pro,5.46,12,1
CUST-01299,69,106.49,0,APAC,enterprise,6.84,12,0
CUST-01300,40,125.75,0,AMER,basic,6.8,24,0
CUST-01301,51,112.26,0,AMER,basic,10.0,1,0
CUST-01302,17,89.94,2,APAC,basic,7.91,12,0
CUST-01303,15,101.91,1,APAC,pro,6.28,12,0
CUST-01304,65,153.72,3,EMEA,enterprise,8.3,24,0
CUST-01305,52,149.09,1,EMEA,basic,6.11,1,0
CUST-01306,35,177.88,1,EMEA,basic,8.71,1,0
CUST-01307,20,43.82,0,AMER,basic,8.3,24,0
CUST-01308,62,102.31,1,AMER,basic,10.0,12,0
CUST-01309,34,101.34,1,AMER,basic,5.04,1,0
CUST-01310,4,127.73,1,AMER,basic,6.81,12,0
CUST-01311,62,99.65,1,AMER,pro,6.74,12,0
CUST-01312,30,96.91,2,APAC,basic,7.46,12,0
CUST-01313,32,155.23,2,APAC,enterprise,8.18,1,0
CUST-01314,28,128.01,0,APAC,pro,5.23,1,0
CUST-01315,21,67.51,1,EMEA,pro,5.67,24,0
CUST-01316,43,180.05,2,LATAM,pro,7.47,12,0
CUST-01317,22,164.85,0,AMER,basic,8.63,24,0
CUST-01318,37,94.17,2,EMEA,pro,4.98,12,1
CUST-01319,6,157.41,1,EMEA,basic,4.23,1,1
CUST-01320,60,86.92,3,LATAM,pro,8.94,1,0
CUST-01321,16,170.66,1,AMER,enterprise,8.41,12,0
CUST-01322,43,110.2,3,AMER,basic,8.83,12,0
CUST-01323,20,83.87,2,APAC,basic,5.24,24,1
CUST-01324,14,103.21,3,APAC,basic,6.59,12,0
CUST-01325,13,85.54,3,APAC,pro,7.33,1,1
CUST-01326,51,128.65,1,APAC,pro,7.71,1,0
CUST-01327,5,127.88,1,AMER,pro,6.73,24,0
CUST-01328,57,121.61,2,EMEA,pro,6.85,12,0
CUST-01329,34,94.95,2,EMEA,basic,8.7,12,0
CUST-01330,33,10.0,4,LATAM,pro,6.18,24,1
CUST-01331,16,124.18,0,AMER,basic,,12,0
CUST-01332,26,34.67,1,AMER,basic,6.19,12,1
CUST-01333,53,130.99,1,AMER,enterprise,6.05,12,0
CUST-01334,64,170.89,2,EMEA,pro,7.17,12,0
CUST-01335,66,132.32,2,LATAM,pro,6.58,12,0
CUST-01336,45,102.48,1,EMEA,basic,6.18,12,0
CUST-01337,20,111.91,2,APAC,pro,9.41,12,0
CUST-01338,6,114.01,1,EMEA,basic,7.46,1,0
CUST-01339,41,95.28,2,AMER,pro,,1,0
CUST-01340,40,93.73,1,LATAM,basic,9.13,12,0
CUST-01341,36,78.42,2,EMEA,pro,5.98,12,0
CUST-01342,38,173.47,3,AMER,pro,6.94,1,0
CUST-01343,6,119.3,2,APAC,enterprise,6.78,24,0
CUST-01344,28,163.03,2,AMER,pro,5.94,12,1
CUST-01345,9,108.75,2,AMER,pro,6.27,12,1
CUST-01346,61,123.25,0,EMEA,basic,7.08,24,0
CUST-01347,63,112.33,2,APAC,pro,4.46,12,0
CUST-01348,59,140.83,1,AMER,basic,6.26,12,0
CUST-01349,34,157.2,2,EMEA,enterprise,7.37,1,1
CUST-01350,57,130.79,1,AMER,enterprise,7.42,1,0
CUST-01351,58,89.68,3,EMEA,basic,7.45,12,0
CUST-01352,25,84.9,4,EMEA,pro,10.0,12,0
CUST-01353,5,194.66,0,EMEA,basic,8.09,12,0
CUST-01354,60,107.4,3,EMEA,pro,6.69,12,0
CUST-01355,43,106.9,0,EMEA,enterprise,6.73,1,0
CUST-01356,32,185.93,1,LATAM,basic,6.93,24,0
CUST-01357,62,168.95,4,AMER,pro,,12,0
CUST-01358,68,,0,EMEA,pro,6.43,12,0
CUST-01359,62,102.03,1,AMER,enterprise,9.53,1,0
CUST-01360,1,225.89,1,AMER,basic,5.04,12,1
CUST-01361,1,137.68,0,AMER,pro,8.02,12,0
CUST-01362,35,144.61,4,LATAM,pro,7.8,1,0
CUST-01363,38,112.3,4,AMER,pro,4.97,1,1
CUST-01364,17,56.36,0,LATAM,enterprise,8.02,1,0
CUST-01365,27,59.94,0,AMER,pro,7.89,12,0
CUST-01366,41,138.31,1,EMEA,basic,5.84,24,0
CUST-01367,54,137.63,2,EMEA,pro,10.0,12,0
CUST-01368,54,109.2,1,EMEA,pro,8.16,12,0
CUST-01369,6,,2,APAC,pro,6.37,24,0
